trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
533,False,"{'a': 0.03, 'e': 0.008254473361090467}",20,12,13.596388217969734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.03, 'e': 0.00818051640634577}",20,12,16.977749174826783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.03, 'e': 0.008107222077902706}",20,3,23.21408532862144,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.03, 'e': 0.00803458443888058}",20,16,8.015825501331301,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.03, 'e': 0.007962597605590932}",30,21,15.7052723813499,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.03, 'e': 0.00789125574706089}",30,18,19.523640552752667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.03, 'e': 0.007820553084560916}",30,15,24.883432235745648,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.03, 'e': 0.007750483891136699}",25,17,15.89677467916841,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.03, 'e': 0.007681042491145245}",35,6,11.990524280352153,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
542,False,"{'a': 0.03, 'e': 0.007612223259795201}",20,10,16.716363572561036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.03, 'e': 0.007544020622691189}",20,16,8.879072601832696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.03, 'e': 0.007476429055382319}",20,10,20.51437951643427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.03, 'e': 0.007409443082914691}",35,23,20.21905920622978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.03, 'e': 0.007343057279387895}",20,3,29.35498843157841,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.03, 'e': 0.0072772662675155576}",20,3,25.507918231926183,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.03, 'e': 0.007212064718189751}",20,14,10.317705142118314,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.03, 'e': 0.00714744735004932}",25,12,22.056411075094548,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.03, 'e': 0.007083408929052125}",30,18,23.17526100310426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.03, 'e': 0.007019944268051042}",20,9,19.468974544589745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
