trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.5, 'e': 0.2126728945534831}",25,0,-44.662438088660465,"{0: 14, 1: 9, 2: 2, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.2107674259730094}",20,0,-67.7184590084254,"{0: 10, 1: 6, 2: 3, 3: 1, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.208879029669277}",20,0,-11.713122770026848,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.20700755268115265}",35,0,-40.56048867439523,"{0: 21, 1: 13, 2: 1, 3: 0, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.2051528434179772}",20,0,-45.439801675025606,"{0: 10, 1: 7, 2: 3, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.20331475164728618}",20,0,-27.005343587666665,"{0: 12, 1: 7, 2: 1, 3: 0, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.2014931284826413}",25,0,-50.23033999622406,"{0: 15, 1: 7, 2: 2, 3: 1, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.19968782637157012}",30,0,-60.614847837875395,"{0: 17, 1: 10, 2: 2, 3: 1, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.1978986990836147}",25,0,-58.11679058074768,"{0: 15, 1: 9, 2: 0, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.19612560169848647}",25,0,-113.93592072845816,"{0: 9, 1: 12, 2: 3, 3: 0, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.1943683905943277}",25,0,-34.07504555485344,"{0: 15, 1: 8, 2: 2, 3: 0, 4: 0}",0
